"Observations","Time.Spent.at.DentMax.Booth","Time.Spent.at.DentMed.OxyMax.Booth","Total.Time.spent.at.show","X..Buying.from.DentMax.in.the.past","Historical.Sales.Index","Sales.Frequency","Length.of.Relationship","Number.of.Referrals.Offered","Importance.of.Image.Quality","Importance.of.Diagnostic.Flexibility","Importance.of.Software.Intergation","Importance.of.Technical.Assistance","Importance.of.Price","Trust.in.TV.ads","Trust.in.Radio.Ads","Trust.in.Internet.Ads","Trust.in.Dental.Magazine.Ads","Trust.in.Peers"
"Respondent 1412","6","11","59","6","9","1","8","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 1413","13","21","149","31","21","3","4","1","5","5","5","6","7","5","5","4","5","5"
"Respondent 1414","12","21","150","31","21","3","4","0","5","5","5","6","7","5","4","4","5","6"
"Respondent 1415","6","11","60","6","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 1416","36","78","180","45","63","4","9","2","6","5","6","6","6","4","4","6","6","7"
"Respondent 1417","13","22","149","31","21","3","4","1","5","5","5","6","7","5","4","4","5","6"
"Respondent 1418","12","21","150","32","21","3","4","1","5","5","5","6","7","5","4","4","5","6"
"Respondent 1419","6","11","59","7","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 1420","37","78","180","45","64","4","9","2","6","6","6","6","6","4","5","6","6","7"
"Respondent 1421","36","78","180","46","63","5","9","2","6","5","7","6","6","4","4","6","6","6"
"Respondent 1422","45","25","130","100","58","6","8","12","6","7","4","6","5","5","4","3","7","6"
"Respondent 1423","12","20","150","32","21","3","4","1","5","5","5","6","7","5","5","4","5","5"
"Respondent 1424","12","22","150","32","21","3","4","1","5","5","5","7","7","5","4","4","5","6"
"Respondent 1425","7","11","61","7","10","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 1426","12","20","150","32","21","3","4","1","5","5","5","6","7","5","4","4","6","6"
"Respondent 1427","12","21","150","31","21","3","4","1","5","5","5","6","7","5","5","4","6","6"
"Respondent 1428","12","22","150","32","21","3","4","1","5","5","5","6","6","4","4","4","5","6"
"Respondent 1429","12","21","150","32","21","3","4","0","5","5","5","6","7","5","4","4","5","6"
"Respondent 1430","12","21","150","32","21","3","4","1","5","5","5","6","7","5","4","4","6","5"
"Respondent 1431","45","27","129","99","58","6","8","12","7","6","4","6","5","5","4","4","7","6"
"Respondent 1432","45","26","131","100","57","6","8","12","6","7","4","5","5","5","4","4","7","6"
"Respondent 1433","12","21","150","32","20","3","4","1","5","5","5","6","7","5","4","4","5","6"
"Respondent 1434","11","21","150","31","21","3","4","0","5","5","5","7","7","5","5","4","5","6"
"Respondent 1435","11","21","151","32","21","3","5","1","5","5","5","6","7","4","4","4","5","6"
"Respondent 1436","36","78","180","44","64","5","9","2","6","5","7","6","6","4","5","6","6","7"
"Respondent 1437","6","11","61","6","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 1438","45","27","130","100","57","6","8","12","7","7","4","5","4","5","4","4","7","6"
"Respondent 1439","7","11","60","7","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 1440","12","21","150","33","22","3","4","1","5","5","5","6","7","5","5","4","6","6"
"Respondent 1441","7","11","60","6","8","1","9","0","4","4","4","6","7","4","4","3","4","5"
"Respondent 1442","37","79","180","46","64","4","9","2","6","5","6","6","6","4","5","6","6","7"
"Respondent 1443","44","26","131","100","58","6","8","12","7","7","4","5","4","5","4","4","7","6"
"Respondent 1444","36","78","180","45","64","4","9","2","6","5","6","6","6","5","5","6","6","7"
"Respondent 1445","12","21","149","32","21","3","4","1","5","5","5","6","7","5","4","4","5","6"
"Respondent 1446","6","11","59","6","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 1447","12","20","149","31","21","3","4","0","5","5","5","6","7","5","4","4","5","6"
"Respondent 1448","36","79","180","45","65","5","9","2","6","6","7","5","6","5","4","6","6","7"
"Respondent 1449","12","21","150","31","21","3","4","0","5","5","5","6","7","5","5","4","6","5"
"Respondent 1450","12","20","150","33","21","3","5","1","5","5","5","6","7","5","4","4","5","6"
"Respondent 1451","36","78","180","46","64","5","9","2","6","6","6","6","6","4","4","6","6","7"
"Respondent 1452","6","11","60","5","8","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 1453","12","21","150","32","21","3","4","1","5","5","5","6","7","5","5","4","6","5"
"Respondent 1454","36","78","180","45","64","5","9","2","6","6","6","6","6","4","4","6","6","7"
"Respondent 1455","45","26","130","100","57","6","8","12","7","7","5","6","5","5","4","4","7","6"
"Respondent 1456","13","21","150","32","21","3","4","0","5","5","5","6","7","5","5","4","5","6"
"Respondent 1457","12","22","149","32","21","3","4","0","5","5","5","6","7","5","5","4","6","5"
"Respondent 1458","12","21","151","32","21","3","4","0","5","5","5","6","7","5","5","4","5","6"
"Respondent 1459","6","11","60","6","9","1","9","0","4","4","4","7","7","4","3","3","4","5"
"Respondent 1460","6","10","61","6","8","1","9","0","4","4","4","7","7","4","3","3","4","5"
"Respondent 1461","44","26","130","100","58","6","8","12","7","7","5","5","4","5","4","3","7","6"
"Respondent 1462","6","11","61","6","9","1","8","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 1463","12","21","149","31","21","3","4","1","5","5","5","6","7","5","5","4","5","5"
"Respondent 1464","7","11","60","6","9","1","9","0","4","4","4","7","7","4","4","2","4","5"
"Respondent 1465","5","11","60","5","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 1466","36","77","180","45","64","4","9","2","6","6","7","6","6","4","5","6","6","7"
"Respondent 1467","12","21","150","31","20","3","4","0","5","5","5","6","7","5","4","4","5","6"
"Respondent 1468","45","26","130","100","58","6","8","12","7","7","4","5","4","5","4","4","7","6"
"Respondent 1469","36","78","180","46","64","4","9","2","6","5","6","6","6","4","5","6","6","7"
"Respondent 1470","35","78","179","46","65","4","9","2","6","5","7","6","6","5","4","6","6","7"
"Respondent 1471","12","21","150","32","21","4","4","0","5","5","5","6","7","5","5","4","5","6"
"Respondent 1472","45","26","130","100","58","6","8","12","6","7","4","5","5","5","4","4","7","6"
"Respondent 1473","36","79","180","45","63","5","9","2","6","5","6","6","6","4","5","6","6","7"
"Respondent 1474","35","78","180","45","65","4","9","3","6","5","6","6","6","4","4","6","6","7"
"Respondent 1475","13","21","150","31","21","3","4","0","5","5","5","6","7","5","4","4","5","6"
"Respondent 1476","12","21","150","32","21","3","5","0","5","5","5","6","7","4","5","4","6","5"
"Respondent 1477","13","21","149","32","22","3","4","0","5","5","5","6","7","4","5","4","5","6"
"Respondent 1478","37","77","180","45","64","4","9","2","6","5","6","6","6","5","5","6","6","7"
"Respondent 1479","13","20","150","32","21","3","5","1","5","5","5","6","7","5","4","4","5","6"
"Respondent 1480","36","77","181","44","63","4","9","2","6","5","6","6","6","4","5","6","6","7"
"Respondent 1481","13","21","150","32","21","3","4","1","5","5","5","6","7","5","5","4","5","6"
"Respondent 1482","6","11","61","6","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 1483","6","11","60","5","9","1","9","0","4","4","4","7","7","4","3","3","4","5"
"Respondent 1484","11","21","150","32","21","3","4","0","5","5","5","6","7","5","5","4","5","6"
"Respondent 1485","12","22","150","33","21","3","4","0","5","5","5","6","6","4","4","4","5","6"
"Respondent 1486","6","11","60","5","9","1","8","0","4","4","4","7","7","4","3","3","4","5"
"Respondent 1487","36","78","180","45","64","4","9","2","6","6","6","6","6","5","5","6","6","7"
"Respondent 1488","45","26","130","100","58","6","8","12","7","7","4","5","4","5","4","4","6","6"
"Respondent 1489","6","11","59","6","8","1","8","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 1490","45","25","130","100","58","6","8","12","6","7","4","5","4","5","4","4","7","6"
"Respondent 1491","12","21","150","32","21","3","4","0","5","5","5","6","7","5","4","4","5","6"
"Respondent 1492","12","21","150","32","21","3","4","1","5","5","5","6","7","5","5","4","5","6"
"Respondent 1493","12","21","151","31","21","3","4","1","5","5","5","6","7","5","4","4","5","5"
"Respondent 1494","12","21","151","32","21","3","4","0","5","5","5","6","6","5","4","4","5","6"
"Respondent 1495","36","78","179","45","64","5","9","2","6","5","6","6","6","4","5","6","6","7"
"Respondent 1496","36","78","180","45","64","5","9","2","7","6","6","6","6","4","5","6","6","7"
"Respondent 1497","6","11","60","6","10","1","8","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 1498","12","20","149","32","21","3","4","1","5","5","5","6","7","5","4","4","6","6"
"Respondent 1499","6","10","60","6","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 1500","45","26","130","99","58","6","8","12","7","7","4","6","4","5","4","4","7","6"
"Respondent 1501","12","21","149","32","23","3","5","1","5","5","5","6","7","5","4","4","5","6"
"Respondent 1502","45","25","130","101","59","6","8","12","6","7","5","5","4","5","4","3","6","6"
"Respondent 1503","45","26","130","100","58","6","8","12","6","7","4","6","4","5","4","3","7","6"
"Respondent 1504","12","22","150","32","21","3","4","1","5","5","5","6","7","4","4","4","5","6"
"Respondent 1505","45","25","130","100","58","6","8","12","7","7","4","5","5","5","4","3","7","6"
"Respondent 1506","6","11","59","6","9","1","8","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 1507","6","11","61","6","9","1","8","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 1508","45","26","129","100","58","6","8","12","6","7","4","6","4","5","4","3","7","6"
"Respondent 1509","7","11","60","6","9","1","9","0","3","4","4","7","7","4","4","3","4","5"
"Respondent 1510","36","77","180","44","64","5","9","2","6","6","6","6","6","4","5","6","6","7"
"Respondent 1511","12","20","150","32","22","3","4","0","5","5","5","6","7","5","5","4","5","5"
"Respondent 1512","36","78","180","46","64","4","9","2","6","5","6","6","6","4","4","6","6","7"
"Respondent 1513","7","11","60","6","8","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 1514","12","21","150","33","21","3","4","0","5","5","5","6","7","5","4","4","5","6"
"Respondent 1515","12","21","150","32","21","3","4","0","5","5","5","6","7","5","5","4","5","6"
"Respondent 1516","6","10","60","7","9","1","9","0","4","4","4","7","7","4","3","3","4","5"
"Respondent 1517","12","21","151","32","21","3","4","1","5","5","5","6","6","5","4","4","5","6"
"Respondent 1518","6","10","60","5","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 1519","36","78","181","44","64","4","9","2","6","6","6","6","6","4","5","6","6","7"
"Respondent 1520","12","21","150","32","21","3","5","1","5","5","5","6","7","5","5","4","6","6"
"Respondent 1521","36","77","180","45","63","5","9","2","6","5","6","6","6","4","5","6","6","7"
"Respondent 1522","12","21","150","31","21","3","5","0","5","5","5","6","7","5","5","4","6","5"
"Respondent 1523","5","11","60","5","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 1524","46","26","129","100","58","6","8","12","7","6","5","5","4","5","4","4","6","6"
"Respondent 1525","12","20","150","32","21","3","4","1","5","5","5","6","7","4","4","4","5","6"
"Respondent 1526","36","78","180","45","64","4","9","2","6","6","7","6","6","4","5","6","6","7"
"Respondent 1527","45","26","130","100","57","6","8","12","7","7","4","6","4","5","4","4","7","6"
"Respondent 1528","13","21","151","31","21","3","4","1","5","5","5","6","7","5","5","4","6","6"
"Respondent 1529","36","78","180","45","65","4","9","2","6","5","6","6","6","5","5","6","6","7"
"Respondent 1530","13","22","150","32","21","3","5","1","5","5","5","6","7","5","5","4","6","6"
"Respondent 1531","12","21","150","32","21","3","4","0","5","5","5","6","7","5","5","4","5","6"
"Respondent 1532","44","26","130","100","58","6","8","12","7","7","4","5","4","5","4","4","6","6"
"Respondent 1533","12","21","150","32","21","3","4","0","5","5","5","6","6","4","4","4","6","5"
"Respondent 1534","12","21","149","32","20","3","4","0","5","5","5","6","7","5","4","4","5","6"
"Respondent 1535","36","78","181","44","65","4","9","2","6","6","6","6","6","5","4","6","6","6"
"Respondent 1536","6","11","60","6","9","1","9","0","4","4","4","7","7","4","3","3","4","5"
"Respondent 1537","13","20","150","32","21","3","4","1","5","5","5","7","6","4","5","4","6","5"
"Respondent 1538","12","21","150","32","21","3","4","1","5","5","5","6","7","5","5","4","5","6"
"Respondent 1539","12","21","150","32","21","3","5","0","5","5","5","6","7","5","5","4","5","6"
"Respondent 1540","36","78","180","45","64","5","9","2","6","5","6","6","6","4","4","6","6","7"
"Respondent 1541","12","21","150","32","21","3","4","1","5","5","5","6","7","5","5","4","5","6"
"Respondent 1542","12","21","151","32","21","3","4","0","5","5","5","6","7","5","4","4","5","5"
"Respondent 1543","12","21","149","32","21","3","5","1","5","5","5","6","7","5","4","4","5","6"
"Respondent 1544","35","78","180","45","65","5","8","2","6","6","7","6","6","4","5","6","6","7"
"Respondent 1545","12","22","150","33","21","3","4","1","5","5","5","6","7","5","4","4","5","6"
"Respondent 1546","12","22","150","32","21","3","4","0","5","5","5","6","6","5","5","4","5","6"
"Respondent 1547","36","78","179","45","64","4","9","3","6","5","6","6","6","4","5","6","6","7"
"Respondent 1548","7","10","60","6","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 1549","36","78","181","45","64","4","9","2","6","5","6","6","6","4","5","6","6","7"
"Respondent 1550","6","11","60","5","9","1","9","0","4","4","4","7","7","4","3","3","4","5"
"Respondent 1551","35","78","180","45","64","4","9","2","6","6","6","6","6","5","5","6","6","7"
"Respondent 1552","12","20","151","32","20","3","4","0","5","5","5","7","7","5","4","4","6","6"
"Respondent 1553","36","78","180","45","65","4","9","2","6","5","6","6","6","5","5","6","6","7"
"Respondent 1554","12","21","151","32","21","3","4","1","5","5","5","6","7","5","4","4","5","6"
"Respondent 1555","12","21","150","32","21","3","4","0","5","5","5","6","7","5","4","4","6","6"
"Respondent 1556","6","10","61","6","9","1","8","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 1557","12","21","150","32","21","3","4","0","5","5","5","6","7","5","4","4","5","5"
"Respondent 1558","7","11","61","5","9","1","8","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 1559","45","27","130","100","58","6","8","12","7","7","4","6","5","5","4","3","6","6"
"Respondent 1560","36","79","180","45","65","4","9","2","6","6","7","6","6","4","5","6","6","7"
"Respondent 1561","45","26","130","100","58","6","8","12","6","7","4","6","4","5","4","4","6","6"
"Respondent 1562","12","21","150","32","20","3","4","0","5","5","5","6","7","5","4","4","6","5"
"Respondent 1563","46","25","130","100","58","6","8","12","7","7","5","5","5","5","4","3","7","6"
"Respondent 1564","12","21","150","33","21","3","4","1","5","5","5","6","7","4","5","4","6","5"
"Respondent 1565","12","21","149","32","21","3","4","0","5","5","5","6","7","4","5","4","5","6"
"Respondent 1566","12","21","151","32","21","3","4","1","5","5","5","6","7","4","4","4","5","6"
"Respondent 1567","36","78","180","45","63","4","9","2","6","5","6","6","6","5","5","6","6","7"
"Respondent 1568","12","21","150","32","21","3","4","1","5","5","5","6","6","5","4","4","6","5"
"Respondent 1569","36","78","180","45","64","5","9","2","6","6","7","6","6","4","5","6","6","7"
"Respondent 1570","36","78","180","45","64","4","9","2","6","5","6","6","6","4","5","6","6","7"
"Respondent 1571","12","21","150","32","22","3","4","1","5","5","5","6","7","4","4","4","5","6"
"Respondent 1572","12","21","150","32","21","3","4","1","5","5","5","6","7","5","5","4","5","5"
"Respondent 1573","13","20","150","32","22","3","4","1","5","5","5","6","7","5","4","4","5","6"
"Respondent 1574","12","22","150","33","21","3","4","1","5","5","5","6","7","5","4","4","5","6"
"Respondent 1575","12","21","150","32","21","3","4","0","5","5","5","6","7","5","5","4","5","6"
"Respondent 1576","35","77","180","46","64","4","9","2","6","6","7","6","6","4","5","6","6","7"
"Respondent 1577","45","26","130","100","58","6","8","12","7","6","4","5","4","5","4","4","6","6"
"Respondent 1578","12","20","150","31","20","3","4","0","5","5","5","6","7","4","4","4","5","5"
"Respondent 1579","12","20","150","33","20","3","4","0","5","5","5","6","7","5","4","4","6","6"
"Respondent 1580","35","78","180","44","63","4","9","2","6","6","7","6","6","4","5","6","6","7"
"Respondent 1581","12","21","150","31","21","3","4","0","5","5","5","6","6","5","5","4","5","6"
"Respondent 1582","45","26","130","100","58","6","8","12","7","7","4","6","4","5","4","3","7","6"
"Respondent 1583","6","11","60","6","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 1584","35","78","180","44","63","4","9","2","6","6","6","6","6","4","5","6","6","7"
